index,producer->batch_size,producer->linger_ms,broker->num.network.threads,broker->num.io.threads,broker->queued.max.requests,broker->num.partitions,broker->num.replica.fetchers,consumer->fetch_wait_max_ms,consumer->fetch_min_bytes,consumer->batch_interval,topic->partitions,gc_collection_count,gc_collection_time,memory_heap_usage_used,memory_non_heap_usage_used,network_request_FetchConsumer_TotalTimeMs,network_request_FetchFollower_TotalTimeMs,network_request_Fetch_MessageConversionsTimeMs,network_request_Produce_TotalTimeMs,network_socket_FetchConsumer_NetworkProcessorAvgIdlePercent,network_socket_FetchConsumer_RequestHandlerAvgIdlePercent,os_open_fd_count,os_process_cpu_time,server_broker_topics_TotalFetchRequestsPerSec,server_broker_topics_TotalProduceRequestsPerSec,server_broker_topics_AllTopicsBytesIn,server_broker_topics_AllTopicsBytesOut,server_replica_fetcher_MinFetchRate,server_replica_manager_LeaderCount,server_replica_manager_PartitionCount,threading_daemon_thread_count,threading_peak_thread_count,threading_thread_count,latency_min,latency_max,latency_median,latency_mean,latency_std,latency_25th,latency_50th,latency_75th,latency_90th,latency_95th,latency_99th
468,235878,46,13,18,1461,4,6,693,128515,6,12,50627034415082.63,48457124355445.93,413.81,67.34,0.79,69.86,70.65,17.48,0.96,1.0,203.0,338162062.05,31.26,69.9,0.56,0.65,16.05,4.0,12.0,46.0,84.0,84.0,0.34,8.24,4.09,4.1,1.73,2.7,4.09,5.5,6.43,6.86,7.45
469,255993,15,9,14,1875,2,1,136,139224,2,8,74076231015529.0,69435648583027.71,340.5,56.97,1.58,89.17,90.77,44.63,0.99,0.99,177.0,331580060.88,18595.27,133.81,0.64,0.86,40.22,3.0,8.0,42.0,74.0,74.0,0.37,5.11,1.82,1.87,0.74,1.31,1.82,2.33,2.78,3.17,4.08
470,219725,41,17,19,3327,3,4,296,234177,8,10,69351087774916.38,69685314539040.25,350.38,62.41,1.17,117.11,118.18,19.52,1.0,1.0,227.0,361549572.75,9007.1,58.55,0.53,0.74,17.62,3.0,10.0,47.0,93.0,93.0,0.51,11.1,5.47,5.46,2.3,3.6,5.47,7.33,8.54,9.09,9.89
471,65408,98,23,4,425,9,1,927,185662,3,4,64015263159814.01,71365208933769.39,314.52,64.74,0.67,16.22,16.9,8.11,1.0,0.99,215.0,184944332.95,1.25,8.13,0.35,0.4,7.57,1.0,4.0,32.0,79.0,79.0,0.42,5.11,2.23,2.21,0.83,1.55,2.23,2.86,3.25,3.46,4.09
472,34055,29,16,20,337,4,1,268,244205,5,7,46647025021065.66,56412290394802.13,309.89,56.92,0.8,52.12,52.92,26.06,1.0,1.0,197.0,290671422.07,8.43,52.12,0.52,0.61,23.96,2.0,7.0,48.0,87.0,87.0,0.43,7.35,3.51,3.5,1.43,2.32,3.51,4.66,5.4,5.76,6.33
473,31142,36,2,9,2138,8,6,716,380,2,5,53773009697816.98,62899559291615.72,368.9,68.08,1.04,78.96,80.05,19.75,0.98,0.99,171.0,326080045.26,6.15,39.46,0.67,0.87,17.69,2.0,5.0,38.0,68.0,68.0,0.3,5.05,1.67,1.7,0.67,1.19,1.67,2.12,2.51,2.83,3.67
474,112456,58,11,10,4777,9,3,750,99811,7,13,68997356191164.22,68015239228102.79,403.75,63.28,0.85,27.85,28.7,13.93,1.0,0.99,200.0,251775255.27,0.0,55.66,0.45,0.5,12.07,4.0,13.0,39.0,77.0,77.0,0.36,9.75,4.94,4.84,2.02,3.21,4.94,6.47,7.47,7.94,8.6
475,114645,84,16,13,1474,9,2,93,224621,1,14,78769498806809.6,59486829061065.0,314.16,57.74,2.42,39.88,42.31,9.97,1.0,0.99,214.08,265096563.58,7217.74,49.92,0.54,0.71,9.14,5.0,14.0,41.0,82.0,82.0,0.31,5.85,1.96,2.0,0.78,1.43,1.96,2.48,2.94,3.28,4.4
476,66185,25,4,2,2288,3,5,980,90719,3,10,64096659657802.12,64483599833434.79,352.35,63.9,1.06,172.42,173.49,28.74,0.99,0.97,200.0,340000922.03,27.63,86.25,0.48,0.59,25.75,3.0,10.0,31.0,67.0,67.0,0.28,5.46,2.3,2.29,0.9,1.57,2.3,2.99,3.46,3.72,4.22
477,204669,50,6,20,2573,4,9,613,106959,8,8,59868669789227.12,63828493027250.9,256.02,66.86,0.92,94.67,95.6,15.78,0.96,1.0,184.08,318517210.63,16.03,47.38,0.64,0.82,14.68,3.0,8.0,48.0,80.0,80.0,0.6,10.54,5.24,5.28,2.26,3.38,5.24,7.15,8.35,8.9,9.65
478,112486,69,21,10,2843,4,9,614,75422,6,9,64376225725244.45,76851511582198.88,257.6,62.54,1.03,70.71,71.74,11.79,1.0,0.99,234.0,316072477.49,5.11,35.36,0.56,0.72,10.59,3.0,9.0,38.0,86.0,86.0,0.46,8.24,4.11,4.12,1.71,2.73,4.11,5.51,6.42,6.86,7.46
479,68935,71,18,6,1388,6,2,477,195738,6,9,60277796606243.16,70456615357005.22,213.09,57.1,0.98,45.57,46.56,11.39,0.99,0.99,215.08,290111865.8,11927.73,34.18,0.55,0.68,10.39,3.0,9.0,34.0,78.0,78.0,0.46,8.32,4.12,4.13,1.71,2.74,4.12,5.53,6.43,6.87,7.44
480,152751,76,15,1,1038,7,2,757,10450,1,4,56388029295041.66,69241230039060.68,380.84,50.7,0.61,19.74,20.38,9.88,1.0,0.97,195.0,212799933.33,3.0,9.87,0.39,0.45,9.13,1.0,4.0,29.0,68.0,68.0,0.45,3.99,1.59,1.61,0.55,1.18,1.59,1.97,2.3,2.52,3.1
481,60596,27,5,7,2723,9,4,811,24039,5,8,59741326862470.26,59026924681210.24,337.39,57.71,1.14,158.18,159.32,26.37,0.99,0.99,181.0,360299742.43,1021.01,79.09,0.6,0.73,22.91,3.0,8.0,35.0,66.0,66.0,0.39,8.5,3.62,3.57,1.46,2.4,3.62,4.73,5.43,5.8,6.57
482,70011,26,1,13,3366,5,4,247,194112,5,8,75566988775810.64,68887013016268.71,420.6,67.53,1.21,172.65,173.77,28.78,0.95,0.99,169.17,320829758.54,21109.19,86.3,0.69,0.85,25.45,3.0,8.0,41.0,68.0,68.0,0.44,7.0,3.45,3.46,1.42,2.31,3.45,4.61,5.37,5.74,6.26
483,105231,23,15,5,1647,9,5,675,189660,9,12,44846112874259.17,53606035337453.27,268.55,61.97,1.09,257.14,258.22,32.19,1.0,0.98,229.0,391030191.15,12326.86,128.78,0.58,0.89,28.33,4.0,12.0,33.0,77.0,77.0,0.49,12.06,5.81,5.93,2.61,3.8,5.81,8.07,9.51,10.19,11.09
484,231611,31,14,17,1013,9,5,890,170288,2,3,67830978881465.45,67547863075416.38,185.87,65.74,1.06,48.01,49.04,24.02,1.0,1.0,187.0,275195009.93,416.85,24.02,0.62,0.92,21.91,1.0,3.0,45.0,82.0,82.0,0.5,5.2,1.77,1.81,0.67,1.32,1.77,2.19,2.58,2.93,4.07
485,179705,2,1,3,4437,1,4,297,143776,5,9,59684718657281.31,64503852069023.88,289.39,54.48,0.6,534.06,534.65,94.59,0.87,0.96,174.0,420044047.92,1210.63,267.8,0.5,0.57,73.12,3.0,9.0,31.0,60.0,60.0,0.36,6.77,3.49,3.45,1.43,2.27,3.49,4.63,5.35,5.68,6.16
486,113551,57,15,18,3203,2,2,805,65204,2,6,57795693179653.96,49203723090130.02,345.87,63.19,1.06,54.26,55.32,13.57,1.0,1.0,215.0,283995636.59,4.48,27.13,0.54,0.7,12.33,2.0,6.0,47.0,91.0,91.0,0.29,4.93,1.68,1.72,0.69,1.19,1.68,2.15,2.54,2.9,3.7
487,215636,43,1,3,4688,2,1,292,116933,9,4,80771423564854.88,80529963126934.31,420.78,57.76,1.6,33.72,35.32,16.86,0.97,0.99,149.22,237250647.49,0.0,33.72,0.9,1.57,15.46,2.0,4.0,31.0,55.0,55.0,1.23,10.73,5.96,5.96,2.37,3.95,5.96,7.99,9.11,9.72,10.3
488,245385,85,13,7,3295,4,6,101,156824,2,12,57357118840541.36,53665966732101.8,363.0,53.37,2.13,39.31,41.44,9.83,1.0,0.99,215.0,279715570.24,951.04,39.25,0.51,0.66,9.0,4.0,12.0,36.0,78.0,78.0,0.32,5.36,1.94,1.98,0.74,1.42,1.94,2.46,2.9,3.2,4.04
489,193996,15,20,16,4155,8,8,28,20590,4,14,69532110747618.4,59299104969646.32,469.89,58.62,1.46,350.51,351.97,44.07,1.0,0.99,254.0,425073090.74,14857.72,175.41,0.42,0.48,39.38,4.0,14.0,44.0,95.0,95.0,0.28,7.63,2.96,2.96,1.24,1.97,2.96,3.92,4.55,4.89,5.85
490,186506,60,12,20,2325,7,7,754,240773,6,12,78734330404636.14,70229512790766.07,335.51,62.59,1.03,106.73,107.76,13.34,0.99,1.0,220.0,313403063.47,8.5,53.36,0.5,0.59,11.93,4.0,12.0,48.0,89.0,89.0,0.37,8.25,4.24,4.2,1.71,2.82,4.24,5.6,6.45,6.86,7.42
491,70881,4,3,8,4907,4,2,433,246004,3,12,64911279694694.5,64044748806647.94,492.36,70.74,1.35,523.21,524.55,131.99,0.95,0.98,185.0,540724623.11,22797.73,495.11,0.41,0.47,105.28,4.0,12.0,37.0,69.0,69.0,0.2,5.02,2.13,2.13,0.89,1.39,2.13,2.86,3.31,3.53,3.88
492,130018,63,15,22,803,8,1,829,73546,4,10,50674414819705.13,43521191364806.14,279.56,68.04,0.86,25.81,26.64,12.89,1.0,1.0,209.0,256321635.99,6.02,38.71,0.49,0.6,11.57,3.0,10.0,51.0,93.0,93.0,0.34,6.26,2.93,2.92,1.18,1.96,2.93,3.87,4.48,4.79,5.26
493,116746,10,9,20,4859,8,4,395,241895,8,6,74667389811997.58,73499564326929.11,407.06,62.63,0.91,213.23,214.2,53.33,0.99,0.99,185.0,403823400.08,10963.53,106.71,0.6,0.88,46.15,2.0,6.0,48.0,82.0,82.0,0.71,11.69,5.43,5.42,2.26,3.56,5.43,7.27,8.4,8.94,9.84
494,209866,93,16,22,3985,6,9,720,99238,4,4,71503610229362.34,79464305563195.66,378.37,60.64,0.5,16.56,17.06,8.28,1.0,1.0,210.08,193969364.46,1.17,8.28,0.38,0.46,7.66,1.0,4.0,51.0,95.0,95.0,0.58,5.04,2.86,2.82,1.07,1.93,2.86,3.73,4.22,4.46,4.76
495,212530,5,1,18,1081,1,8,35,96369,8,5,67703623460329.6,55577207353831.8,255.35,69.27,1.1,254.3,255.4,63.73,0.94,0.99,168.0,322404941.16,4415.06,127.22,0.72,0.93,49.59,2.0,5.0,47.0,76.0,76.0,0.87,10.39,5.29,5.32,2.17,3.54,5.29,7.12,8.21,8.79,9.6
496,27435,72,13,9,709,1,4,122,245444,3,6,69672658818642.21,58229922923149.27,415.34,57.28,1.0,50.67,51.72,12.68,1.0,0.99,197.0,268405923.23,0.0,25.36,0.56,0.64,11.61,2.0,6.0,37.0,75.0,75.0,0.36,5.23,2.19,2.19,0.88,1.48,2.19,2.9,3.34,3.56,3.97
497,140587,38,13,2,2252,8,5,393,104350,7,11,57872484405197.77,66816095843108.2,249.54,59.43,0.88,124.78,125.66,20.8,1.0,0.97,214.15,346891752.58,9204.0,62.39,0.47,0.55,18.68,3.0,11.0,31.0,76.0,76.0,0.42,11.11,4.79,4.79,2.06,3.12,4.79,6.44,7.52,8.05,8.93
498,64211,97,23,10,2601,5,3,883,244747,4,12,64221419064980.43,62141719765196.91,260.66,56.73,1.09,17.56,18.64,8.78,0.99,0.99,223.0,235827978.26,0.0,35.16,0.5,0.58,7.96,4.0,12.0,38.0,84.0,84.0,0.28,6.43,2.95,2.94,1.19,1.97,2.95,3.9,4.5,4.81,5.26
499,230790,7,2,19,1921,9,3,90,121624,1,5,66714079973875.71,61818719154183.08,266.11,67.81,1.07,122.38,123.44,61.21,0.97,1.0,153.15,360644593.09,19262.45,122.35,0.7,0.88,48.41,2.0,5.0,47.0,72.0,72.0,0.43,5.09,1.76,1.79,0.65,1.3,1.76,2.21,2.6,2.85,3.64
500,115004,44,3,14,1926,7,8,446,246769,4,3,62134891717205.67,54237530785387.81,496.62,60.41,0.74,34.27,35.01,17.13,0.95,0.99,154.0,231587973.63,2.51,17.15,0.58,0.72,15.22,1.0,3.0,42.0,69.0,69.0,0.67,6.19,2.89,2.86,1.06,1.99,2.89,3.72,4.19,4.52,4.98
501,233083,9,9,20,4881,9,7,175,104670,6,4,49375713065923.32,72291766991961.33,360.83,69.05,1.16,187.9,189.05,47.04,0.99,1.0,175.0,369479345.12,19220.08,93.98,0.92,1.11,39.53,2.0,4.0,48.0,80.0,80.0,0.83,7.76,4.17,4.14,1.57,2.85,4.17,5.47,6.19,6.61,7.02
502,197179,20,2,8,3575,2,9,787,56015,9,12,76258019179706.31,61869771957214.13,302.22,63.55,1.0,205.36,206.45,34.28,0.97,0.99,180.18,347589673.77,14146.71,136.83,0.52,0.72,30.86,4.0,12.0,36.0,65.0,65.0,0.46,12.69,6.16,6.1,2.63,3.95,6.16,8.26,9.57,10.2,11.09
503,230120,45,19,11,1986,3,1,496,254161,5,8,70225501502249.22,63874534551781.98,321.56,56.35,1.07,33.47,34.57,16.73,1.0,0.99,207.0,255245404.76,23640.14,50.2,0.57,0.68,15.34,3.0,8.0,39.0,81.0,81.0,0.39,6.63,3.51,3.47,1.41,2.32,3.51,4.63,5.32,5.66,6.1
504,44535,65,3,6,3637,5,4,387,16964,7,6,66521625733393.13,67073082791604.21,191.58,55.04,0.86,48.84,49.73,12.2,0.91,0.91,153.25,232443614.05,3669.56,24.42,0.59,0.75,11.31,2.0,6.0,31.17,57.75,57.75,0.69,9.56,4.81,4.82,1.95,3.22,4.81,6.43,7.43,7.9,8.58
505,37841,5,2,10,1856,7,6,377,72691,4,11,63085623147993.24,73405280855761.83,237.69,62.96,1.14,382.56,383.7,96.46,0.95,0.99,169.17,410993145.19,8594.89,285.36,0.4,0.46,81.94,3.0,11.0,38.0,65.0,65.0,0.29,6.22,2.82,2.81,1.18,1.84,2.82,3.78,4.38,4.68,5.14
506,234240,95,16,14,1409,9,6,521,37171,8,4,77631451070765.47,79526195676220.81,371.89,50.49,0.61,16.27,16.88,8.13,1.0,1.0,198.0,201387951.86,1.75,8.15,0.36,0.57,7.36,1.0,4.0,42.0,82.0,82.0,0.9,9.79,5.38,5.28,2.17,3.4,5.38,7.15,8.1,8.55,9.07
507,67570,4,11,2,2615,2,3,508,76217,2,13,61155087321158.06,68120559943856.98,515.95,71.12,2.1,265.41,267.51,133.27,0.99,0.94,200.0,448721699.59,70844.48,483.59,0.35,0.43,101.68,4.0,13.0,31.0,68.0,68.0,0.16,5.27,1.61,1.63,0.7,1.1,1.61,2.1,2.47,2.73,3.64
508,82464,67,23,7,1860,3,6,384,172039,9,11,72706585587831.25,70693739662174.27,353.76,60.75,1.2,48.5,49.7,12.13,1.0,0.99,232.1,265617025.41,0.0,48.71,0.59,0.98,11.14,4.0,11.0,35.0,83.0,83.0,0.52,12.33,5.95,5.99,2.6,3.85,5.95,8.14,9.5,10.13,11.0
509,255683,94,2,7,1838,2,9,522,82452,7,12,62520004000037.54,56311502928494.83,360.72,52.17,0.73,53.42,54.15,8.9,0.99,0.99,166.23,240889809.03,5.7,35.61,0.46,0.56,8.09,4.0,12.0,32.31,59.08,59.08,0.36,10.46,5.02,4.91,2.03,3.27,5.02,6.57,7.51,7.97,8.71
510,189516,65,7,12,2590,4,1,423,148783,2,6,70580092040484.95,75282555238259.33,353.33,65.74,1.06,23.84,24.9,11.92,1.0,0.99,169.0,252368880.95,1113.03,23.84,0.53,0.7,10.76,2.0,6.0,40.0,70.0,70.0,0.28,4.87,1.7,1.74,0.7,1.22,1.7,2.18,2.59,2.94,3.86
511,24243,96,8,5,2100,6,7,22,98339,7,4,67721097790911.88,64421921093773.67,196.15,66.09,1.37,86.38,87.76,21.58,0.99,0.99,172.0,287852822.77,8.7,43.16,0.95,1.37,19.1,2.0,4.0,33.0,64.0,64.0,1.01,8.95,4.7,4.73,1.84,3.22,4.7,6.25,7.18,7.72,8.22
512,187730,38,21,20,2583,7,4,668,66131,1,3,72821852842669.47,69241705475190.2,320.16,51.31,1.1,39.79,40.89,19.89,1.0,1.0,208.08,280641975.93,3029.47,19.88,0.62,0.91,17.43,1.0,3.0,48.0,92.0,92.0,0.52,4.34,1.67,1.69,0.55,1.26,1.67,2.06,2.38,2.61,3.2
513,261550,66,23,3,2019,2,9,832,86292,1,7,61215277829279.23,67923301432065.54,225.46,62.71,1.11,48.42,49.53,12.11,1.0,0.99,225.23,281516695.68,5632.15,24.24,0.48,0.61,11.15,2.0,7.0,32.0,85.0,85.0,0.33,5.29,1.82,1.85,0.68,1.33,1.82,2.3,2.71,3.01,3.71
514,141385,29,7,17,853,1,7,285,214052,5,11,65157832828230.69,53246918602101.49,305.04,62.99,0.92,211.09,212.12,26.41,0.99,0.99,200.08,383679201.24,6140.47,105.68,0.63,0.75,23.64,4.0,11.0,45.0,80.0,80.0,0.35,7.23,3.44,3.47,1.45,2.29,3.44,4.64,5.43,5.81,6.36
515,32200,86,3,16,4719,2,1,241,259608,6,3,71517864794102.38,71559253383296.4,211.07,65.28,0.84,42.85,43.69,21.43,0.99,1.0,154.0,258187849.49,3.56,21.44,0.66,0.84,18.82,1.0,3.0,44.0,71.0,71.0,1.15,8.96,4.23,4.21,1.59,2.89,4.23,5.52,6.2,6.79,7.36
516,161904,9,2,22,1895,9,1,690,172553,6,8,73598388389044.73,59346483615673.47,249.16,67.34,0.95,104.73,105.65,52.38,0.97,1.0,156.0,314708148.53,17825.27,156.57,0.59,0.67,46.07,3.0,8.0,50.0,75.0,75.0,0.41,7.84,4.03,4.0,1.7,2.57,4.03,5.42,6.26,6.64,7.18
517,77294,17,20,15,1788,7,8,902,85314,4,12,56739325671251.53,65236948606130.54,326.03,64.36,1.47,342.62,344.2,42.86,1.0,0.99,244.08,420218651.46,6202.95,171.43,0.57,0.66,37.72,4.0,12.0,43.0,92.0,92.0,0.29,7.33,2.87,2.9,1.23,1.91,2.87,3.86,4.53,4.87,5.56
518,51764,81,15,2,3845,7,2,570,173113,8,6,44511174625300.35,36605600042365.4,316.92,56.82,0.81,39.6,40.41,9.9,1.0,0.98,215.0,251303833.22,6.61,19.8,0.47,0.64,9.14,2.0,6.0,31.0,75.0,75.0,0.62,9.87,5.55,5.39,2.21,3.57,5.55,7.25,8.23,8.68,9.26
519,70970,48,10,2,1061,8,2,333,134325,3,7,69986680991103.64,55242883762794.09,269.98,63.09,1.01,64.6,65.6,16.15,1.0,0.98,201.0,331046732.7,7.21,48.41,0.73,0.86,14.55,3.0,7.0,31.0,69.0,69.0,0.35,5.62,2.26,2.26,0.91,1.54,2.26,2.96,3.43,3.7,4.38
520,111508,60,22,2,3893,5,2,701,260477,7,4,61030176327600.59,66133263063394.42,314.51,67.28,1.31,49.67,50.97,12.42,1.0,0.98,226.0,237267353.86,13626.25,24.77,0.81,1.18,11.21,2.0,4.0,31.0,80.0,80.0,0.85,9.15,4.83,4.76,1.88,3.21,4.83,6.34,7.2,7.64,8.25
521,158553,16,1,20,4712,7,9,929,232574,5,6,77720222104944.81,66698960993551.97,212.64,59.12,0.79,170.96,171.75,42.74,0.95,1.0,173.08,353698434.63,8466.86,85.49,0.6,0.73,38.14,2.0,6.0,49.0,79.0,79.0,0.51,6.56,3.41,3.42,1.38,2.29,3.41,4.55,5.26,5.62,6.09
522,146004,21,13,15,4129,2,7,524,44203,3,8,66528366297476.56,65890583146216.88,250.61,64.61,0.97,139.67,140.64,34.94,1.0,0.99,202.15,340128725.96,4646.9,69.84,0.44,0.5,29.95,2.0,8.0,40.62,81.23,81.23,0.32,6.23,2.27,2.3,0.97,1.54,2.27,2.99,3.52,3.83,5.01
523,82514,18,9,20,2940,8,2,287,49786,2,10,42454063599657.98,56670600416408.05,376.26,59.03,1.46,159.07,160.53,39.78,0.99,1.0,189.0,366777563.07,11771.9,119.26,0.51,0.63,34.91,3.0,10.0,48.0,82.0,82.0,0.27,4.93,1.89,1.91,0.7,1.37,1.89,2.41,2.82,3.07,3.68
524,38355,91,18,4,439,8,4,363,62536,5,12,57284876231721.16,55602242186509.12,289.99,67.31,0.93,74.07,75.01,9.26,1.0,0.99,238.0,338633688.35,8328.55,37.04,0.51,0.63,8.51,4.0,12.0,32.0,80.0,80.0,0.37,9.08,3.63,3.65,1.55,2.4,3.63,4.85,5.66,6.09,7.16
525,164293,67,15,7,3119,5,7,470,185408,9,10,48405844935539.34,60995973385895.62,413.5,48.66,0.78,72.61,73.38,12.1,1.0,0.99,221.09,357187605.92,6.59,36.35,0.49,0.7,10.91,3.0,10.0,35.0,79.0,79.0,0.59,11.92,6.03,6.04,2.55,3.96,6.03,8.14,9.47,10.08,10.91
526,227027,23,15,11,2952,1,2,824,61923,8,14,51068098221092.28,59327164441826.13,356.27,63.54,1.16,131.85,133.06,32.96,1.0,0.99,194.85,354744240.8,9376.17,164.59,0.63,0.74,29.2,5.0,14.0,39.0,79.0,79.0,0.4,11.3,5.27,5.35,2.35,3.41,5.27,7.27,8.55,9.16,10.01
527,45950,7,14,16,269,4,3,223,195839,8,14,63038615263235.01,69770531882851.8,290.33,68.62,0.84,162.97,163.84,81.59,0.95,0.99,198.0,424365924.21,19635.64,321.74,0.43,0.52,68.77,4.0,14.0,44.0,81.0,81.0,0.34,10.58,5.12,5.17,2.29,3.3,5.12,7.03,8.31,8.88,9.65
528,243719,32,4,19,2007,3,9,745,42674,1,14,63505807593414.16,49761702478724.83,332.57,58.08,2.5,144.83,147.33,24.15,0.99,1.0,188.08,344170603.06,28484.15,120.6,0.56,0.74,20.94,5.0,14.0,47.0,78.0,78.0,0.27,5.73,1.88,1.93,0.77,1.36,1.88,2.42,2.87,3.18,4.25
529,232421,42,5,20,4135,9,2,315,34243,9,5,68143757930636.51,52879991104184.22,574.44,55.76,0.99,71.85,72.85,17.96,0.99,1.0,168.0,319425353.92,13.14,35.96,0.72,0.93,16.48,2.0,5.0,48.0,77.0,77.0,0.94,11.64,5.9,5.92,2.43,3.92,5.9,7.93,9.17,9.81,10.73
530,198183,90,3,6,1152,1,5,988,198170,3,5,72332340558874.44,74887950306120.4,279.27,66.95,0.86,35.22,36.08,8.81,0.99,0.99,174.15,222950247.64,2.77,17.58,0.61,0.71,8.01,2.0,5.0,35.0,66.0,66.0,0.38,5.86,2.28,2.28,0.9,1.56,2.28,2.96,3.4,3.65,4.53
531,189980,95,16,10,1707,1,6,656,161680,7,8,71085439407568.64,60591382501314.12,319.91,51.54,0.88,34.98,35.86,8.75,1.0,0.99,208.08,257837631.12,4290.81,26.28,0.58,0.71,7.87,3.0,8.0,38.0,79.0,79.0,0.47,9.06,4.69,4.69,1.98,3.05,4.69,6.36,7.34,7.8,8.43
532,214528,62,15,8,1575,7,7,695,204077,8,8,64501529329711.01,71670888893054.73,323.27,62.16,0.91,77.01,78.0,12.84,1.0,0.99,211.0,322125701.65,5100.35,38.55,0.63,0.77,11.88,3.0,8.0,36.0,77.0,77.0,0.56,10.45,5.33,5.33,2.25,3.5,5.33,7.18,8.33,8.88,9.63
533,218043,39,13,15,4896,8,8,400,214620,6,13,58447029705525.2,63196906075970.4,278.43,63.05,0.91,205.44,206.33,20.55,1.0,0.99,226.0,331825561.08,16.48,102.72,0.66,0.72,18.62,5.0,13.0,43.0,85.0,85.0,0.37,8.55,4.18,4.19,1.74,2.79,4.18,5.6,6.53,6.97,7.59
534,26428,19,20,23,1432,2,4,845,79205,5,10,69648730695020.98,62719778849661.9,620.05,59.3,0.67,215.53,216.19,35.97,1.0,1.0,248.08,350497479.51,9338.48,107.76,0.49,0.58,32.15,3.0,10.0,52.0,104.0,104.0,0.34,6.87,3.47,3.47,1.43,2.31,3.47,4.64,5.38,5.74,6.22
535,200940,96,23,9,4709,3,8,80,69823,8,6,79155938046848.05,67589092967324.63,378.95,67.45,0.9,33.42,34.26,8.34,1.0,0.99,239.0,232022932.75,2845.53,16.68,0.49,0.75,7.87,2.0,6.0,38.0,90.0,90.0,0.68,9.83,5.37,5.32,2.19,3.5,5.37,7.15,8.22,8.71,9.36
536,246717,89,6,13,4178,2,9,217,51264,3,14,77925178609388.94,59932826241422.02,305.0,67.38,1.86,56.9,58.76,9.48,1.0,0.99,194.0,316682268.43,12282.53,47.35,0.51,0.62,8.42,5.0,14.0,41.0,74.0,74.0,0.27,6.56,2.35,2.38,1.0,1.61,2.35,3.08,3.62,3.95,5.24
537,35680,45,13,11,392,2,6,182,171625,9,3,75146246664202.36,72102364704633.64,350.55,65.86,1.2,41.24,42.4,20.6,1.0,0.99,184.0,295467451.24,4.61,20.66,0.65,1.13,18.65,1.0,3.0,39.0,76.0,76.0,1.52,11.24,5.98,6.02,2.32,4.06,5.98,8.01,8.99,9.69,10.64
538,42544,17,7,18,2021,2,9,459,231330,2,4,75084559724406.88,67889919414875.66,254.61,67.64,1.19,141.95,143.14,35.5,0.99,1.0,169.0,348992474.83,5496.89,70.96,0.89,1.09,33.14,2.0,4.0,46.0,76.0,76.0,0.34,4.9,1.64,1.66,0.64,1.18,1.64,2.08,2.4,2.64,3.63
539,72677,63,18,9,622,9,3,221,170460,4,8,75440153233355.17,73724959230956.39,443.76,65.87,0.99,25.32,26.31,12.66,1.0,0.99,204.0,250192841.67,7621.39,37.99,0.63,0.72,11.66,3.0,8.0,37.0,79.0,79.0,0.39,5.98,2.86,2.86,1.15,1.92,2.86,3.8,4.39,4.68,5.08
540,58241,7,5,3,3552,3,3,399,186091,6,13,55028751210990.57,63639566892728.63,233.76,63.09,0.99,164.99,165.98,82.77,0.98,0.97,170.0,398623177.63,9570.64,326.43,0.43,0.48,66.49,4.0,13.0,31.0,59.0,59.0,0.33,8.32,3.91,3.96,1.75,2.51,3.91,5.41,6.36,6.79,7.38
541,72450,43,15,13,1385,4,2,916,23608,3,7,44728840890683.64,71626780522145.34,386.62,62.47,1.04,69.92,70.95,17.48,1.0,0.99,204.0,334857608.79,4783.89,52.48,0.68,0.82,15.74,3.0,7.0,41.0,81.0,81.0,0.34,5.2,2.23,2.21,0.87,1.51,2.23,2.91,3.34,3.57,3.96
542,249214,17,23,19,2217,5,1,313,55530,8,14,64543564436004.59,59889879603509.21,210.7,69.75,0.69,80.51,81.21,40.28,1.0,0.99,237.08,338367341.7,10507.98,200.64,0.54,0.59,35.12,5.0,14.0,48.0,97.0,97.0,0.39,12.62,5.46,5.44,2.43,3.42,5.46,7.39,8.61,9.22,10.6
543,249721,1,20,5,2224,6,8,951,166123,4,12,44803547920453.52,54826589640138.71,412.33,66.13,1.02,1380.42,1381.52,274.4,0.98,0.95,256.0,871371970.26,26291.7,692.75,0.31,0.37,127.43,4.0,12.0,34.0,87.0,87.0,0.23,5.46,2.63,2.65,1.17,1.68,2.63,3.62,4.23,4.49,4.87
544,224826,87,22,23,2304,1,2,647,169022,7,4,65754146718351.17,54145324666089.2,268.07,64.44,0.51,17.42,17.94,8.71,1.0,1.0,216.0,205854240.07,2492.16,8.71,0.36,0.5,7.92,1.0,4.0,51.0,97.0,97.0,0.8,8.46,4.81,4.7,1.86,3.16,4.81,6.28,7.11,7.52,7.99
545,42275,60,2,12,2928,3,5,59,70480,7,7,63150891370250.87,59399344642877.27,495.28,54.57,0.93,76.19,77.12,12.7,0.98,0.99,167.0,284790380.86,6.72,38.05,0.61,0.8,11.38,3.0,7.0,40.0,67.0,67.0,0.52,9.49,4.87,4.77,1.95,3.19,4.87,6.38,7.3,7.75,8.42
546,132740,16,1,21,2431,3,4,338,155662,1,10,37455487807151.14,59618063251170.08,487.52,63.92,2.1,343.0,345.1,42.92,0.93,1.0,177.0,337197233.2,8779.29,171.5,0.65,0.89,38.4,4.0,10.0,49.0,77.0,77.0,0.29,5.48,1.81,1.85,0.72,1.31,1.81,2.32,2.75,3.04,3.89
